ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
9.14719677,0.468508157,-1.157662335,7.230794907,0.169149376,1.262775776,18.27531242,-1.188937057,3.794531584,FALSE
10.56074429,-0.442482744,-0.030487364,6.991260052,0.186720471,0.380273283,16.48283577,-2.037855818,3.964686394,FALSE
7.484254837,1.946402148,0.978967819,9.379133224,-0.001133439,-0.263262389,15.93448353,0.015418447,4.781188011,FALSE
8.520806313,1.28174882,0.769034494,8.282808304,1.322213322,0.687400787,6.016336441,-1.730893804,3.940604448,FALSE
4.999413967,-0.186065385,0.259815279,7.230164051,-0.239784032,-0.25508017,8.236557961,2.096437324,4.460683823,FALSE
7.051785946,-1.178471623,-0.581332941,8.335618973,-0.923651618,-0.804959203,12.82386112,0.338673648,4.405385494,FALSE
7.051785946,-1.262342579,-0.170644843,8.187318802,-0.001133439,-1.68327577,16.62225533,-0.428549782,4.089907646,FALSE
3.906078339,1.131073183,1.153613009,6.994839668,0.406037905,-1.940412895,9.654125214,-0.167140356,3.902879715,FALSE
6.391353607,0.508334124,-0.123990265,5.375559807,-0.163894304,-0.701492002,13.75810528,-3.074124571,3.923749208,FALSE
7.051785946,1.011408827,1.563304035,8.810843468,1.412880709,-1.606171689,16.9270916,0.010418189,3.855602264,FALSE
8.692091942,-0.037699,0.297799996,8.231900215,-0.001133439,-0.341715474,12.38077068,-1.137819915,4.47796011,FALSE
8.085760117,-2.096817029,1.21179541,6.534237385,-0.001133439,-0.119774345,11.11965942,0.754672709,4.068688869,FALSE
6.203977585,0.48660786,-0.026896164,7.873991966,-0.001133439,-0.791167109,14.93301296,-0.158846034,5.215689182,FALSE
5.058108807,1.288905449,1.46550571,8.983276367,1.123625766,3.024197801,13.35318184,0.643458092,5.106655598,FALSE
7.051785946,-2.838388386,0.613669155,8.417304993,-0.001133439,0.745144913,11.35113239,0.094642928,4.620793343,FALSE
7.051785946,0.452817925,-1.053679463,4.502117157,-0.182857078,-1.148101794,16.04514885,-1.045354089,3.439739943,FALSE
7.261550426,-0.503690032,0.333060454,5.837086678,0.431077198,0.93377275,17.287714,-0.975919846,3.636364222,FALSE
7.160467148,-0.405948184,-1.749334127,3.803036451,-1.541367026,0.026540023,9.799624443,1.500669964,3.884891033,FALSE
5.704764843,-2.446306691,1.276899057,7.050503254,-1.005281074,0.973411678,9.001820564,-1.156449895,4.157533646,FALSE
6.217273235,-1.998914597,-0.295996685,7.092463017,-0.921255445,1.62177674,14.08360863,-0.537971333,5.325833321,FALSE
8.679934502,1.400692525,0.106697649,7.518764496,-0.001133439,-0.904845334,18.70440865,0.223916455,3.873470306,FALSE
7.051785946,0.70027563,-0.821801848,5.598326683,0.298236159,-0.008470881,15.77183437,-1.080014467,4.655916691,FALSE
6.897322178,0.457694669,0.411458395,6.766009808,-0.001133439,-0.531866808,13.93478775,1.531622978,5.022783756,FALSE
3.514545441,-1.15003436,0.111910459,6.821679115,-1.295774838,-1.469967285,9.712231636,0.854636261,3.762615442,FALSE
3.722500563,-1.000110604,1.818437512,6.684570313,-0.190218611,0.516787307,14.56726933,-1.002246459,3.662837744,FALSE
7.316804886,0.645957874,1.126025118,9.865047455,1.192551223,0.000209076,8.992753983,0.198626239,3.508372545,FALSE
1.844538331,1.142116943,0.7587428,7.724432468,-0.001133439,-0.192360927,15.61185932,-0.766181452,5.013463497,FALSE
5.519125462,-0.844652383,-1.087836602,7.730722904,-0.001133439,0.219208059,18.09907722,0.010418189,3.758995771,FALSE
7.408985615,0.262230085,-1.426739643,6.505923271,-0.609678215,0.97052555,11.53214359,0.934309372,3.772420883,FALSE
5.976769447,1.911593699,0.596276978,7.648599148,1.377471438,1.094219112,12.25679016,1.020759836,2.994671106,FALSE
6.395359039,-1.910635367,0.203063645,5.127747059,-1.83558649,1.829484056,9.833874702,1.817281384,4.191217422,FALSE
6.20964241,-0.029329011,-1.02096905,7.879347801,-0.001133439,-0.107346017,7.507662296,0.264480884,3.612519503,FALSE
6.762832642,1.090514912,0.583866143,7.884990692,0.46344275,0.490131222,13.86396503,-0.099317936,4.916579247,FALSE
9.918717384,0.085642258,-0.066300486,6.799841404,-0.121844955,0.057192401,15.96604252,-0.449469127,3.385508537,FALSE
10.15544033,3.174476508,-1.074035625,6.655126572,1.790030602,0.763558975,9.347634315,0.097803661,5.002467155,FALSE
8.721726418,0.305241178,0.749423848,6.325442314,1.205392123,1.005159081,13.55375099,-1.522178015,2.555027008,FALSE
7.051785946,0.048938956,-0.559655608,7.659204006,-0.119041441,1.850747908,11.87098122,0.173291982,4.383921623,FALSE
7.051785946,0.083401063,0.876718719,6.869690418,0.652181052,-0.064333442,9.226618767,-0.703075207,3.355164528,FALSE
6.099646568,1.269065183,-0.186689958,8.457830429,-0.001133439,-1.671817181,19.27005386,1.69748086,3.172789812,FALSE
6.953371525,0.206777748,-1.193261511,5.495737553,-0.806989996,1.553431724,9.387781143,-0.660973243,3.651865721,FALSE
6.140877724,0.045771076,0.529980728,7.58719635,-0.120375168,1.515347709,15.83633041,-1.593086154,5.359460354,FALSE
7.077874184,0.742115783,0.20833248,6.181839466,0.230667946,-1.151562876,10.66179848,1.517314747,4.764508247,FALSE
5.488314152,-1.85051092,-0.06460053,8.187416077,-1.458688561,0.191434995,14.86026287,1.389786858,5.066786289,FALSE
7.205559254,-2.323247213,0.294557447,6.202469349,-1.206445377,-0.092566394,13.64314747,-0.167732237,3.710053205,FALSE
9.177869797,-1.011258314,-0.135092429,7.726040363,-0.362848047,0.013616606,10.21427441,-0.250373706,3.108769894,FALSE
4.27071619,-0.902416303,0.269116151,7.39151001,-1.001742667,-0.947309071,13.47852612,-0.75505549,3.763906002,FALSE
7.348844528,0.821371964,-1.203554098,8.889558792,-0.001133439,0.846650305,18.1453743,0.465446562,4.880875111,FALSE
8.526169777,-0.63434594,-1.16720349,7.483708858,-0.69373156,0.599608381,21.84591675,-0.888432984,5.083014011,FALSE
7.051785946,-0.835080223,1.611660354,8.330389023,-0.125663042,2.044657074,17.69511414,2.332604688,3.995973825,FALSE
2.61203599,-0.231367085,1.45685683,6.796439171,-0.001133439,0.523203405,13.17076302,-1.069118626,4.765205383,FALSE
8.490571976,0.236626946,0.107354328,8.270792961,0.694670498,0.11292097,17.08424568,-0.250962926,3.875556707,FALSE
7.051785946,0.524345059,0.055917286,6.957204342,0.011983781,0.465139817,11.62301922,0.205390526,3.398592472,FALSE
8.858401299,1.779158073,-1.420090822,7.954015732,0.40738003,-1.011997316,7.93546772,0.744111284,5.525726318,FALSE
6.098156452,-0.194961178,0.654437504,6.443098068,0.394230055,-2.232991855,14.63688183,0.446994195,3.977362394,FALSE
8.419970512,-0.32561429,-1.0071087,3.998265743,-0.70077394,0.468221255,17.20956421,-1.11610107,3.962478399,FALSE
9.286154747,0.802938971,-1.113016856,7.289865971,-0.037605156,-0.894953771,14.17176247,0.010418189,5.239981651,FALSE
7.875895023,0.913625027,-1.067420285,7.303126812,0.352201702,0.241580185,6.063461781,-0.206153214,4.238589287,FALSE
7.725332737,1.70730604,1.648792861,8.386760712,2.557754161,-1.07267337,17.48584366,-0.373881352,3.724836588,FALSE
3.388090611,0.478125066,-0.20802846,8.569781303,0.427960409,-0.892810277,18.20833969,1.01556309,2.798600912,FALSE
6.745306492,0.673506211,-0.020409057,7.165509224,-0.001133439,-0.655452494,16.8266201,0.488952424,3.902352571,FALSE
7.051785946,-0.181884587,0.687092896,9.615146637,0.650075477,-2.010826459,13.44522476,0.0429823,5.629015446,FALSE
7.183825493,2.000126509,-0.908485062,9.008495331,0.691301746,-1.680263599,17.14990807,0.992552318,4.597165585,FALSE
10.11197662,1.345809343,-0.767879157,5.392651081,0.778770037,-0.283466417,16.1311245,-0.334091983,3.42576313,FALSE
7.397413254,-2.255629586,-1.507995544,6.888689041,-2.531895613,0.79323253,13.36590576,0.010418189,3.149157524,FALSE
7.812804222,0.006296112,2.342843828,7.334647655,-0.001133439,0.206500014,14.66691685,0.010418189,6.204846382,FALSE
6.877457142,-1.817614573,0.61520282,7.09152174,-0.721292168,-1.038130681,18.40384674,0.939794556,3.82765007,FALSE
7.051785946,-1.509344866,-0.649464522,7.687036991,-0.001133439,0.533928823,18.6013813,-1.066695446,4.66435051,FALSE
7.051785946,1.051849165,0.613510677,7.136498451,0.98262111,-1.875774614,9.578584671,0.380533634,4.197595119,FALSE
7.521051884,2.159251378,0.550265686,10.44945049,-0.001133439,0.989916164,16.23774529,-0.592479331,2.880785465,FALSE
8.550875664,1.065269301,0.784893453,7.822528362,0.981361292,0.079239388,16.26629639,0.42953975,3.772886515,FALSE
10.3084774,0.636698027,0.640304616,8.912266731,0.988709388,-0.532645778,6.580401421,-0.431469019,3.285077095,FALSE
7.051785946,1.71967783,0.83634969,9.906147003,2.761648069,0.487685678,13.22103405,1.130424335,5.052736759,FALSE
7.371085167,0.346394708,0.327238955,9.616330147,0.789702733,-0.77801318,11.54266167,0.085174765,4.41258955,FALSE
11.18069458,0.975213616,-0.622844127,6.09400034,-0.001133439,0.969341576,15.03504658,2.813990406,3.809841633,FALSE
6.506487846,0.180487054,-0.567224606,6.201982975,-0.191090405,0.693020881,16.53518677,-1.27959191,3.548775673,FALSE
6.64393568,-1.359064048,-1.273249701,3.749625206,-2.550356979,0.148990184,15.2647419,-0.137903942,3.812952995,FALSE
5.033773899,-1.254224305,1.476691131,7.121477604,-0.371266987,0.927007667,18.31249809,-0.202013433,3.244948387,FALSE
6.91260767,-1.241423668,-0.465958292,4.916302681,-1.587901325,0.170559493,18.38071251,-0.689552199,2.612248898,FALSE
7.97763586,1.512698686,1.156500657,9.63563633,1.815772873,0.592439051,11.72833824,-2.699785136,3.552129507,FALSE
6.078335762,0.034340421,1.5893721,8.130472183,1.263824139,-0.816562382,20.09841347,-1.554879571,4.201581001,FALSE
6.242414474,-0.136525086,0.697009154,7.130436897,-0.393523764,0.277156581,19.37009048,-0.34498129,4.508705139,FALSE
6.063354969,-1.087859834,-0.831438314,7.48410368,-0.764460236,-1.223258827,12.30901623,0.168764067,3.467336893,FALSE
8.129585266,-0.564507161,0.660987778,9.006008148,0.022918997,-0.358137067,15.93626213,0.952312626,3.362537146,FALSE
9.562405586,0.172168807,-1.029526415,5.820655346,-0.178527505,0.092837685,14.13906574,-0.179451049,3.76271987,FALSE
8.16779232,0.13856859,0.581806599,7.26241684,0.29049584,1.236604182,16.14228439,-0.009294406,4.289395332,FALSE
8.594415665,2.249769007,-0.715266476,5.912690639,-0.001133439,3.05932188,20.18405151,-0.724198542,3.568991661,FALSE
7.051785946,-0.885662808,-0.126373908,4.963124275,-0.001133439,1.741907022,11.31880665,0.010418189,3.679795027,FALSE
6.825468063,-0.284901261,2.753036626,6.137757301,0.525555113,-0.650774886,12.60638142,-0.483727819,3.027449608,FALSE
7.861177921,0.241227736,0.353659466,7.923315525,0.126818668,0.540650756,15.99341011,1.255304971,4.15765667,FALSE
4.965773582,0.747556555,-0.028305278,6.250577927,-0.605674515,-0.489708905,18.03523827,-0.791000777,3.421766758,FALSE
6.207432747,-0.105111527,-0.983724827,5.819023132,-0.211890832,1.338271575,14.6875391,-0.373808275,3.549298763,FALSE
7.051785946,-1.202908017,-0.226658774,8.071050644,-0.001133439,0.806356178,17.32294655,0.35467525,4.417559624,FALSE
9.76925087,2.073897635,-1.55181571,8.349709511,0.706269218,-0.901696522,15.04708672,-0.871099287,4.636556149,FALSE
9.630665779,-1.329345369,0.181855943,6.92570591,-0.01258938,-0.108271092,16.67018318,1.498272434,4.920091152,FALSE
5.18747139,-2.799051632,-0.227461878,6.913910866,-0.001133439,-0.707975096,15.14034843,2.047546875,3.203257799,FALSE
7.633570194,0.100053872,-0.655784668,9.900547028,0.686941937,-0.066509109,10.53939247,2.148156027,2.927066803,FALSE
5.771199226,-1.262490345,0.326736736,6.531261444,-1.00717584,-1.391545994,11.70478916,1.224920608,4.688959122,FALSE
6.579969406,0.025941532,-0.502082567,4.506293297,-1.192101934,-2.127149324,9.847655296,0.467615664,4.575932026,FALSE
4.801154137,-0.476712715,-0.970681643,8.977286339,-0.317685268,2.0030605,12.40136814,-0.275920904,4.418638229,FALSE
7.948815823,1.278733368,-0.333815558,5.851964951,-0.001133439,0.108636632,8.663293839,0.058744343,3.692250967,FALSE
7.051785946,2.593320759,0.04590371,6.773698807,0.276039014,-0.378969799,14.90308094,0.047397937,4.444350243,FALSE
7.051785946,-0.17102262,-1.122954653,4.646211147,-0.689153384,-0.330231147,11.87679672,-0.284900027,3.463172436,FALSE
8.461330414,0.495000689,1.412117827,8.679151535,1.410447582,0.638093615,13.80171204,0.010418189,3.771944046,FALSE
7.726134777,1.147723195,-0.043719159,6.313181877,0.183494499,0.5750322,14.39986038,-1.89031044,3.720636845,FALSE
7.051785946,1.56666171,-0.285812131,8.769670486,-0.001133439,0.160857183,16.62465286,-0.090643465,3.777737379,FALSE
8.927078247,1.389891623,0.088092781,8.54973793,0.945895749,-0.566807309,10.85928726,0.601292245,4.601861,FALSE
6.208015442,-1.318388311,-0.536171627,8.214939117,-0.146514702,0.685873505,14.27409267,-0.232150977,4.334615707,FALSE
6.128425598,-1.676686364,-1.421058542,7.627919197,-1.531663071,-0.135041108,16.43584251,-0.9948915,4.633823872,FALSE
7.051785946,0.179537063,-1.150676246,9.189105988,0.175534972,-0.115442314,14.0792284,-0.229148741,2.678910732,FALSE
7.308048725,2.392806494,-0.851392812,8.105802536,1.40245194,-0.12761742,16.76162529,0.162342907,3.696119785,FALSE
7.051785946,-0.802780067,2.040605784,6.554996014,-0.001133439,1.10994387,13.516078,-1.640628053,4.353238583,FALSE
8.640886307,0.158577132,0.505505701,6.967094421,0.51466777,-1.437668394,17.66508293,0.145069946,5.263101578,FALSE
7.051785946,0.278962138,-0.187822964,6.810069084,0.596112453,0.699943045,12.33777618,0.266588039,4.102529526,FALSE
8.153209686,-2.11498712,-1.345049489,5.828357697,-1.815538593,0.769130242,11.94347668,1.537714079,2.905788183,FALSE
8.293720245,0.298848085,1.504642182,6.440999985,0.370338035,-0.32759862,16.06566811,0.861206965,3.954715252,FALSE
7.051785946,1.144744101,-0.104469796,6.68987751,-0.001133439,-1.155447509,9.745282173,0.70740836,3.310858488,FALSE
7.051785946,1.261655907,0.452405757,7.074531555,1.073174274,-1.006235659,14.44223785,0.400790198,3.706601858,FALSE
9.489973068,1.151453237,-0.747029705,4.735332012,-0.001133439,-1.834727255,16.69821548,0.954623043,4.219967365,FALSE
7.830976486,-0.170424564,-1.640569238,4.845205307,-1.130841208,1.011449136,15.52665806,1.181862341,4.588784695,FALSE
4.430281162,-1.731877664,0.778475094,8.961372375,-0.969467822,0.110197222,17.29929352,-0.211579598,4.384565353,FALSE
7.240739822,0.146909677,0.198015117,7.751285553,0.203048546,1.901670933,13.48637867,-0.236462321,3.556297541,FALSE
7.051785946,1.949859965,-0.289443509,8.764168739,0.969164579,-2.168976788,12.80458832,-1.124424913,3.66552186,FALSE
6.867301464,-0.677965344,0.235620379,5.529942036,-0.989389736,0.722180043,11.482687,-0.068098745,3.823595047,FALSE
6.129637241,0.11915251,1.02163344,8.830101967,0.420038677,-1.048149423,9.300117493,0.835776401,4.615886211,FALSE
7.917049408,2.495187355,0.587625643,9.220128059,2.50943848,-0.832422646,15.05431271,-0.605050393,3.659484625,FALSE
6.511618137,-0.443091988,0.809852172,7.68577528,0.33426862,0.61326232,12.32123184,-0.884283283,4.850433826,FALSE
5.323815823,1.099477829,1.7799912,8.879822731,1.292687399,1.922474519,12.29380322,-0.702077043,2.880721807,FALSE
6.769572735,-0.838283062,-1.255194595,7.121263504,-0.765384942,-1.691195304,18.54590225,-0.277609194,5.220540047,FALSE
5.877974033,-1.672933014,-0.959760948,5.701659203,-1.481279609,1.396560375,12.03404236,0.097008517,4.032259464,FALSE
9.534021378,0.170383961,-1.437425857,6.105708599,-0.386103439,-2.062113987,15.62561703,0.010418189,2.768239021,FALSE
6.340027809,0.875236167,2.648168844,5.809031487,0.80912156,0.119117154,11.38593769,0.90661243,3.686001301,FALSE
8.661592484,2.679764334,0.575762561,7.897856712,-0.001133439,1.071377636,16.9121418,0.386169814,3.670430899,FALSE
5.653506279,-1.520954053,-0.638607329,6.501595974,-0.934648985,-1.903309595,13.79526424,1.360305562,5.198985577,FALSE
6.626012325,-2.568497518,0.43307122,7.658746719,-0.587816182,-1.223533624,19.40914726,1.231061073,4.194313049,FALSE
7.793833733,-0.596048442,-0.423502265,7.567677021,0.127252885,-0.678188745,9.039042473,0.628632509,4.172935486,FALSE
7.593127728,1.991431156,-0.420487835,6.297542572,-0.001133439,-0.474623826,16.57598114,-0.922766448,3.377337694,FALSE
7.362736702,-0.326433296,-0.660779626,5.317019463,-0.459248444,-0.082331902,16.02424622,-0.107776078,4.408513069,FALSE
9.320305824,-2.03314783,-0.691214206,4.405034542,-1.704526833,0.91717023,13.07685852,1.04409002,4.205809593,FALSE
3.719791651,1.603249877,0.17605364,7.683742046,0.493996684,0.019837394,20.39378166,-1.761737201,2.718397617,FALSE
6.655604839,0.612913761,-0.168975691,8.984236717,-0.001133439,-1.104671346,17.74599648,0.337868342,2.951644659,FALSE
9.868877411,0.543416662,-0.768387403,3.351597786,-1.005115618,-0.019890862,19.18844223,0.234231061,3.355489731,FALSE
5.590614319,1.002441249,1.522281451,7.989640713,-0.001133439,0.539734387,13.28155613,0.673329943,4.726844788,FALSE
4.12652874,-2.166003914,-1.238193255,5.366011143,-1.98595159,0.23993443,18.5759201,1.272200928,4.460200787,FALSE
5.970035553,1.040846891,-0.654417851,5.29391861,-0.506929178,-1.216853706,13.32598686,-1.70151922,5.428674221,FALSE
7.051785946,1.020135412,-0.672914799,4.933662415,-0.001133439,0.284641965,8.816487312,0.010418189,4.600927353,FALSE
8.369153976,-0.393390405,-1.037060926,6.600852966,-0.487251668,0.838055133,12.98710632,1.309991791,3.629749298,FALSE
6.284248352,-0.194295066,-1.124969332,7.910711288,-0.001133439,-0.379970575,13.24613953,-0.47259363,3.377132177,FALSE
11.26782799,-1.053368826,-1.829672196,7.205414295,-0.001133439,-1.356396934,11.76830959,-2.591425268,4.153347015,FALSE
9.298018456,-1.018467616,-0.921108168,4.2497015,-0.001133439,-0.327676214,15.36588383,1.112951983,3.681324244,FALSE
7.895469189,-1.286474584,-1.632049205,7.205262184,-2.072145785,-0.225291548,16.42004013,-0.213259417,4.236947536,FALSE
7.947485924,2.243253319,1.416002993,6.958283424,1.554901619,-0.003333007,13.7492609,-0.617977649,3.700853825,FALSE
10.02615929,0.851964187,-0.810063763,7.428313255,0.092669214,1.136313803,18.8585186,-0.064353874,4.182277679,FALSE
6.488193035,0.889097736,1.464419578,8.951692581,1.42834371,-1.25749606,12.69654465,1.949619336,4.592073441,FALSE
5.869736671,0.346658077,0.022147638,6.597764492,0.521752144,0.492645275,14.83810043,0.725981233,4.689314842,FALSE
7.051785946,0.746489563,-0.073152538,6.324879646,0.061649987,-0.541993425,9.500295639,1.307500373,3.659974813,FALSE
5.304142475,-1.081718456,0.371314806,6.286043167,-0.911088718,0.891697362,15.01303005,-0.333814917,4.165723801,FALSE
7.533614635,-0.288978577,-1.189419536,5.890684128,-0.001133439,-0.773823469,10.74014568,-1.065912886,3.462764025,FALSE
4.077607632,0.350097715,-0.440613199,7.923974037,-0.001133439,-1.70579665,13.30669212,-1.938106176,2.758658648,FALSE
7.051785946,-2.765239089,1.814548775,5.609440327,-0.001133439,-0.831095217,12.2071085,0.300796641,3.873853445,FALSE
7.086168289,-0.220942356,-2.028052923,3.615890503,-2.042960853,-0.309977155,12.99301243,-0.157040385,3.416539669,FALSE
6.271012306,0.521374356,0.319502551,8.372997284,-0.001133439,1.457289042,17.91652679,1.154545307,5.303581238,FALSE
7.95776844,2.454778714,-0.558616573,7.841541767,1.756569848,1.097974674,14.52977943,-0.369072015,3.450745821,FALSE
8.875641823,0.994176142,0.735670638,5.318731785,0.505149429,0.606207299,14.68397045,-0.87532376,4.006991386,FALSE
7.051785946,-0.12007598,-0.433457583,7.472249031,-0.545722319,0.452781513,13.93214512,-0.836816155,4.358298302,FALSE
6.613708973,-1.687790722,0.411206169,7.222971439,-1.055955135,-0.634116725,14.03826332,0.502474222,3.53977108,FALSE
9.925041199,1.293304867,-1.296630895,6.110019207,0.495150677,-0.248014172,13.5503664,-0.4386604,4.703803539,FALSE
9.002583504,0.202018937,-0.288826338,7.244753361,-0.089285391,-0.736795871,15.68940449,-0.677504295,4.904837608,FALSE
5.095766544,2.353199612,0.486487451,10.21980381,1.282367813,1.091225866,18.27241898,-0.314171286,4.352193356,FALSE
8.594676971,2.058590569,0.133676405,6.394463062,1.385876941,2.021140339,13.57999611,1.256848798,4.754072666,FALSE
7.083778858,-2.552588667,-1.539408335,4.210284233,-2.717796387,0.109780863,23.39951515,1.762328871,3.887680769,FALSE
7.682872295,-0.478897041,-1.13650731,5.396716118,-1.028378569,0.544975216,15.83176327,-0.290262771,3.778606892,FALSE
7.051785946,-1.911280503,-0.431750485,5.91187048,-0.001133439,-0.132523269,11.50450611,1.687189,3.313199043,FALSE
